word,final,weight,page,sentence,evidence,question
8,False,-0.07,Mali Empire,0,"{'confidence': -0.06803682066666666, 'final': False}",40
13,False,-0.12,Sikh Empire,0,"{'confidence': -0.12061696415866667, 'final': False}",40
19,False,-0.23,Safavid dynasty,0,"{'confidence': -0.2344970025, 'final': False}",40
24,True,-0.00,Qing dynasty,0,"{'confidence': -0.0007091005142166666, 'final': True}",40
29,True,-0.00,Ethiopian Empire,0,"{'confidence': -0.0003538603425, 'final': True}",40
32,False,-0.13,Portuguese Empire,0,"{'confidence': -0.1298416334031625, 'final': False}",40
5,False,-0.03,Ethiopian Empire,1,"{'confidence': -0.03047196691625, 'final': False}",40
11,False,-0.08,Ethiopian Empire,1,"{'confidence': -0.076710470675, 'final': False}",40
16,False,-0.05,Ethiopian Empire,1,"{'confidence': -0.0453383241, 'final': False}",40
21,False,-0.01,Ethiopian Empire,1,"{'confidence': -0.0137601873781625, 'final': False}",40
22,True,-0.00,Ethiopian Empire,1,"{'confidence': -0.0019170426024999999, 'final': True}",40
7,True,-0.00,Ethiopian Empire,2,"{'confidence': -0.002129693825, 'final': True}",40
13,False,-0.00,Ethiopian Empire,2,"{'confidence': -0.00386852521675, 'final': False}",40
18,False,-0.07,Ethiopian Empire,2,"{'confidence': -0.074933140365, 'final': False}",40
19,False,-0.03,Ethiopia,2,"{'confidence': -0.028029070666666666, 'final': False}",40
7,False,-0.03,Ethiopia,3,"{'confidence': -0.03129065566666667, 'final': False}",40
13,False,-0.01,Ethiopian Empire,3,"{'confidence': -0.011352075829082499, 'final': False}",40
20,False,-0.01,Ethiopian Empire,3,"{'confidence': -0.01381485678, 'final': False}",40
26,False,-0.01,Ethiopian Empire,3,"{'confidence': -0.00550476625, 'final': False}",40
26,False,-0.01,Ethiopian Empire,3,"{'confidence': -0.00550476625, 'final': False}",40
7,False,-0.00,Water,0,"{'confidence': -2.129266e-05, 'final': False}",41
13,False,-0.06,Unilever,0,"{'confidence': -0.055285642821899995, 'final': False}",41
17,True,-0.00,Water,0,"{'confidence': -0.0011165233, 'final': True}",41
23,True,-0.00,Palm oil,0,"{'confidence': -0.00025366, 'final': True}",41
8,True,-0.00,Palm oil,1,"{'confidence': -0.0013842359133333334, 'final': True}",41
15,False,-0.12,Palm oil,1,"{'confidence': -0.12467993566666667, 'final': False}",41
20,False,-0.19,Palm oil,1,"{'confidence': -0.1924642002904667, 'final': False}",41
28,True,-0.00,Wood,1,"{'confidence': -1.0802739e-05, 'final': True}",41
7,True,-0.00,Wood,2,"{'confidence': -2.4391957e-05, 'final': True}",41
12,True,-0.00,Wood,2,"{'confidence': -2.2246291e-05, 'final': True}",41
18,True,-0.00,Wood,2,"{'confidence': -0.0012241551, 'final': True}",41
6,False,-0.58,Tree,3,"{'confidence': -0.58266103, 'final': False}",41
11,False,-0.14,Wood,3,"{'confidence': -0.13600558, 'final': False}",41
17,False,-0.07,Tree,3,"{'confidence': -0.07211561, 'final': False}",41
19,False,-0.11,Tree,3,"{'confidence': -0.11493945, 'final': False}",41
7,False,-0.41,Wood,4,"{'confidence': -0.41030413, 'final': False}",41
14,True,-0.00,Wood,4,"{'confidence': -0.0001246349, 'final': True}",41
17,True,-0.00,Wood,4,"{'confidence': -0.000101039914, 'final': True}",41
17,True,-0.00,Wood,4,"{'confidence': -0.000101039914, 'final': True}",41
7,False,-0.01,Spanish Inquisition,0,"{'confidence': -0.00682803570755, 'final': False}",42
13,False,-0.15,Anji Bridge,0,"{'confidence': -0.15362490203021667, 'final': False}",42
21,False,-0.04,Lingqu Canal,0,"{'confidence': -0.036420941840974996, 'final': False}",42
26,False,-0.36,Sui dynasty,0,"{'confidence': -0.35807353733999997, 'final': False}",42
33,False,-0.19,Great Wall of China,0,"{'confidence': -0.18786797434091002, 'final': False}",42
35,False,-0.02,Anji Bridge,0,"{'confidence': -0.021040891809099998, 'final': False}",42
8,False,-0.56,Anping Bridge,1,"{'confidence': -0.5594460034757666, 'final': False}",42
13,False,-0.20,Anji Bridge,1,"{'confidence': -0.2007530044201, 'final': False}",42
20,False,-0.04,Marco Polo Bridge,1,"{'confidence': -0.04201195945588334, 'final': False}",42
9,False,-0.01,Bridge,2,"{'confidence': -0.009669914, 'final': False}",42
14,False,-0.02,Bridge,2,"{'confidence': -0.015624294, 'final': False}",42
21,False,-0.02,Bridge,2,"{'confidence': -0.017809113, 'final': False}",42
23,False,-0.00,Bridge,2,"{'confidence': -0.0044078017, 'final': False}",42
7,False,-0.07,Marco Polo Bridge,3,"{'confidence': -0.07016854851666667, 'final': False}",42
14,False,-0.03,Bridge,3,"{'confidence': -0.033610314, 'final': False}",42
15,True,-0.00,Bridge,3,"{'confidence': -0.00053099106, 'final': True}",42
7,False,-0.01,Bridge,4,"{'confidence': -0.010325888, 'final': False}",42
12,True,-0.00,Bridge,4,"{'confidence': -4.990154e-05, 'final': True}",42
16,True,-0.00,Bridge,4,"{'confidence': -0.0008508439, 'final': True}",42
16,True,-0.00,Bridge,4,"{'confidence': -0.0008508439, 'final': True}",42
6,False,-0.03,Decade,0,"{'confidence': -0.0299522723, 'final': False}",43
12,True,-0.00,Circle of Seven,0,"{'confidence': -0.00018902628999999997, 'final': True}",43
19,False,-0.10,1930s in Iraq,0,"{'confidence': -0.0969730800094, 'final': False}",43
27,False,-0.11,1940s in Iraq,0,"{'confidence': -0.10775687943673003, 'final': False}",43
29,True,-0.00,1940s,0,"{'confidence': -1.5445874333333331e-06, 'final': True}",43
7,True,-0.00,1940s,1,"{'confidence': -2.059237033333333e-05, 'final': True}",43
14,False,-0.02,1940s,1,"{'confidence': -0.019384619350666668, 'final': False}",43
20,False,-0.04,1940s,1,"{'confidence': -0.036118682414, 'final': False}",43
27,False,-0.01,1940s,1,"{'confidence': -0.008092479605443332, 'final': False}",43
31,True,-0.00,1940s,1,"{'confidence': -1.2089175333333334e-05, 'final': True}",43
6,True,-0.00,1940s,2,"{'confidence': -0.0015009826054433332, 'final': True}",43
11,True,-0.00,1940s,2,"{'confidence': -0.00139281153755, 'final': True}",43
18,True,-0.00,1940s,2,"{'confidence': -0.0006033367333333333, 'final': True}",43
25,True,-0.00,1940s,2,"{'confidence': -0.00022115738666666669, 'final': True}",43
26,True,-0.00,1940s,2,"{'confidence': -2.4734138833333333e-06, 'final': True}",43
6,True,-0.00,1940s,3,"{'confidence': -8.00291491e-05, 'final': True}",43
13,True,-0.00,1940s,3,"{'confidence': -4.9968689999999994e-05, 'final': True}",43
17,True,-0.00,1940s,3,"{'confidence': -3.4419746666666666e-06, 'final': True}",43
17,True,-0.00,1940s,3,"{'confidence': -3.4419746666666666e-06, 'final': True}",43
6,False,-0.09,Shinto,0,"{'confidence': -0.085607700129, 'final': False}",44
12,True,-0.00,Druze,0,"{'confidence': -6.058897833333333e-07, 'final': True}",44
16,False,-0.07,Islam in the Philippines,0,"{'confidence': -0.06885676602000002, 'final': False}",44
22,False,-0.20,Islam in the Philippines,0,"{'confidence': -0.20342693906499998, 'final': False}",44
29,False,-0.10,Moros during the Philippine–American War,0,"{'confidence': -0.10287285770608125, 'final': False}",44
6,False,-0.19,Islam in Vietnam,1,"{'confidence': -0.19420699045333334, 'final': False}",44
12,False,-0.08,Cham Bani,1,"{'confidence': -0.08179390779, 'final': False}",44
17,True,-0.00,Cham Bani,1,"{'confidence': -0.00210332532075, 'final': True}",44
21,False,-0.07,Islam in Vietnam,1,"{'confidence': -0.0706152918, 'final': False}",44
6,False,-0.06,Buddhism in Myanmar,2,"{'confidence': -0.06024512131054167, 'final': False}",44
12,False,-0.15,Islam in Myanmar,2,"{'confidence': -0.14966867666666667, 'final': False}",44
15,True,-0.00,Islam,2,"{'confidence': -0.00031162877, 'final': True}",44
6,True,-0.00,Islam,3,"{'confidence': -0.00024382756, 'final': True}",44
13,False,-0.01,Islam in Myanmar,3,"{'confidence': -0.013720820600000001, 'final': False}",44
18,False,-0.04,Islam in Myanmar,3,"{'confidence': -0.035608749419333334, 'final': False}",44
7,True,-0.00,Islam,4,"{'confidence': -1.18755715e-05, 'final': True}",44
12,True,-0.00,Islam,4,"{'confidence': -1.342522e-05, 'final': True}",44
16,True,-0.00,Islam,4,"{'confidence': -1.3663626e-05, 'final': True}",44
16,True,-0.00,Islam,4,"{'confidence': -1.3663626e-05, 'final': True}",44
9,False,-0.16,Pantanal,0,"{'confidence': -0.15846264203106666, 'final': False}",45
16,False,-0.46,Great Lakes,0,"{'confidence': -0.45622213, 'final': False}",45
23,False,-0.08,Mount Olympus,0,"{'confidence': -0.079202622, 'final': False}",45
29,False,-0.29,Southern Ocean,0,"{'confidence': -0.28975134351, 'final': False}",45
33,False,-0.01,Indian Ocean,0,"{'confidence': -0.01189950641732, 'final': False}",45
5,False,-0.02,Indian Ocean,1,"{'confidence': -0.0167097792411, 'final': False}",45
10,False,-0.08,Indian Ocean,1,"{'confidence': -0.07516124742649999, 'final': False}",45
17,False,-0.05,Indian Ocean,1,"{'confidence': -0.0545282704357, 'final': False}",45
24,False,-0.20,Indian Ocean,1,"{'confidence': -0.198446505611825, 'final': False}",45
9,False,-0.19,Black Sea,2,"{'confidence': -0.1875937, 'final': False}",45
15,False,-0.33,Black Sea,2,"{'confidence': -0.3271153, 'final': False}",45
20,False,-0.06,Black Sea,2,"{'confidence': -0.058921594306325, 'final': False}",45
26,False,-0.00,Indus River,2,"{'confidence': -0.0034074948475499994, 'final': False}",45
34,True,-0.00,Indus River,2,"{'confidence': -0.00179092583411, 'final': True}",45
37,True,-0.00,Indus River,2,"{'confidence': -0.00011350066677666666, 'final': True}",45
7,True,-0.00,Indus River,3,"{'confidence': -0.0002171168004333333, 'final': True}",45
13,True,-0.00,Indus River,3,"{'confidence': -3.6748243000000003e-07, 'final': True}",45
13,True,-0.00,Indus River,3,"{'confidence': -3.6748243000000003e-07, 'final': True}",45
6,False,-0.20,None,0,"{'confidence': -0.20155913, 'final': False}",46
12,False,-0.27,Thomas Aquinas,0,"{'confidence': -0.273347763398, 'final': False}",46
17,True,-0.00,Deucalion,0,"{'confidence': -0.0008247531504433333, 'final': True}",46
24,False,-1.01,Augustus,0,"{'confidence': -1.01076136815, 'final': False}",46
31,False,-0.14,Merneptah,0,"{'confidence': -0.13582944191733248, 'final': False}",46
4,False,-0.18,Amenhotep III,1,"{'confidence': -0.17680794542165001, 'final': False}",46
9,False,-0.01,Merneptah,1,"{'confidence': -0.012635266116825002, 'final': False}",46
16,True,-0.00,Merneptah,1,"{'confidence': -0.00033421605775, 'final': True}",46
22,False,-0.31,Ramesses II,1,"{'confidence': -0.30662346321033335, 'final': False}",46
26,False,-0.11,Ramesses II,1,"{'confidence': -0.11213410427211, 'final': False}",46
6,False,-0.02,Ramesses II,2,"{'confidence': -0.0177326099075, 'final': False}",46
13,False,-0.08,Ramesses II,2,"{'confidence': -0.08009480365433334, 'final': False}",46
19,False,-0.02,Ramesses II,2,"{'confidence': -0.024991637253099996, 'final': False}",46
20,False,-0.11,Amenhotep III,2,"{'confidence': -0.10928806983352998, 'final': False}",46
8,False,-0.00,Ramesses II,3,"{'confidence': -0.0037119281851333333, 'final': False}",46
14,True,-0.00,Ramesses II,3,"{'confidence': -0.0018723141876666669, 'final': True}",46
16,True,-0.00,Ramesses II,3,"{'confidence': -0.0002885206708833333, 'final': True}",46
7,True,-0.00,Ramesses II,4,"{'confidence': -0.0003596577497666667, 'final': True}",46
13,True,-0.00,Ramesses II,4,"{'confidence': -1.0427211e-07, 'final': True}",46
13,True,-0.00,Ramesses II,4,"{'confidence': -1.0427211e-07, 'final': True}",46
6,False,-0.52,List of heads of state of Egypt,0,"{'confidence': -0.5155584283509043, 'final': False}",47
11,True,-0.00,Myanmar,0,"{'confidence': -0.00288741185765, 'final': True}",47
19,False,-0.31,Economy of Myanmar,0,"{'confidence': -0.30636321681965, 'final': False}",47
25,False,-0.50,Myanmar,0,"{'confidence': -0.501753896806325, 'final': False}",47
28,False,-0.01,Japan,0,"{'confidence': -0.008247175, 'final': False}",47
6,True,-0.00,Japan,1,"{'confidence': -0.0007457832, 'final': True}",47
13,False,-0.02,Japan,1,"{'confidence': -0.015627105, 'final': False}",47
17,False,-0.27,Japan,1,"{'confidence': -0.2683971, 'final': False}",47
23,False,-0.14,Economy of Japan,1,"{'confidence': -0.13762764292607502, 'final': False}",47
26,False,-0.00,Japan,1,"{'confidence': -0.0032668381, 'final': False}",47
7,False,-0.03,Japan,2,"{'confidence': -0.027814463, 'final': False}",47
13,False,-0.01,Japan,2,"{'confidence': -0.010142643, 'final': False}",47
20,True,-0.00,Japan,2,"{'confidence': -8.657073e-06, 'final': True}",47
25,True,-0.00,Japan,2,"{'confidence': -0.0008004574, 'final': True}",47
29,True,-0.00,Japan,2,"{'confidence': -1.1994775e-05, 'final': True}",47
32,True,-0.00,Japan,2,"{'confidence': -0.000115582756, 'final': True}",47
6,True,-0.00,Japan,3,"{'confidence': -0.00047607115, 'final': True}",47
12,True,-0.00,Japan,3,"{'confidence': -1.147242e-06, 'final': True}",47
13,True,-0.00,Japan,3,"{'confidence': -5.5122365e-07, 'final': True}",47
13,True,-0.00,Japan,3,"{'confidence': -5.5122365e-07, 'final': True}",47
7,False,-0.26,Operation Plowshare,0,"{'confidence': -0.26079182374250004, 'final': False}",48
12,False,-0.30,Nuclear weapons and the United States,0,"{'confidence': -0.3005912569064715, 'final': False}",48
18,False,-0.05,Greenpeace,0,"{'confidence': -0.045282057615, 'final': False}",48
20,True,-0.00,Greenpeace,0,"{'confidence': -3.0888556325000003e-05, 'final': True}",48
6,True,-0.00,Greenpeace,1,"{'confidence': -3.054500625e-06, 'final': True}",48
12,True,-0.00,Greenpeace,1,"{'confidence': -1.0683534665e-05, 'final': True}",48
17,True,-0.00,Greenpeace,1,"{'confidence': -1.4676484e-06, 'final': True}",48
23,True,-0.00,Greenpeace,1,"{'confidence': -1.6584117e-05, 'final': True}",48
25,False,-0.00,Greenpeace,1,"{'confidence': -0.0041984205, 'final': False}",48
4,True,-0.00,Greenpeace,2,"{'confidence': -4.44774e-06, 'final': True}",48
9,True,-0.00,Greenpeace,2,"{'confidence': -1.0504357e-06, 'final': True}",48
14,True,-0.00,Greenpeace,2,"{'confidence': -5.6397765e-06, 'final': True}",48
15,True,-0.00,Greenpeace,2,"{'confidence': -4.3285365e-06, 'final': True}",48
5,True,-0.00,Greenpeace,3,"{'confidence': -1.288843e-06, 'final': True}",48
11,True,-0.00,Greenpeace,3,"{'confidence': -1.2732395e-05, 'final': True}",48
17,True,-0.00,Greenpeace,3,"{'confidence': -1.1696393e-06, 'final': True}",48
19,True,-0.00,Greenpeace,3,"{'confidence': -9.3123195e-07, 'final': True}",48
7,True,-0.00,Greenpeace,4,"{'confidence': -5.73621e-07, 'final': True}",48
12,True,-0.00,Greenpeace,4,"{'confidence': -5.140192e-07, 'final': True}",48
13,True,-0.00,Greenpeace,4,"{'confidence': -9.6806325e-08, 'final': True}",48
13,True,-0.00,Greenpeace,4,"{'confidence': -9.6806325e-08, 'final': True}",48
7,False,-0.00,Benjamin Harrison,0,"{'confidence': -0.00045220753755, 'final': False}",49
13,False,-0.03,Benjamin Harrison,0,"{'confidence': -0.033922771543666665, 'final': False}",49
17,False,-0.07,Benjamin Harrison,0,"{'confidence': -0.06517691333333334, 'final': False}",49
21,False,-0.10,Ned Ludd,0,"{'confidence': -0.10031674833380001, 'final': False}",49
24,False,-0.04,Benjamin Harrison,0,"{'confidence': -0.040811990086, 'final': False}",49
5,True,-0.00,Benjamin Harrison,1,"{'confidence': -2.0353963333333334e-05, 'final': True}",49
10,True,-0.00,Benjamin Harrison,1,"{'confidence': -0.00011732767699999999, 'final': True}",49
16,False,-0.80,Robert Peel,1,"{'confidence': -0.8048147529999999, 'final': False}",49
22,False,-1.17,Charles Darwin,1,"{'confidence': -1.16742585, 'final': False}",49
27,False,-0.44,Robert Owen,1,"{'confidence': -0.444745727, 'final': False}",49
30,False,-0.16,John Stuart Mill,1,"{'confidence': -0.16026898748796667, 'final': False}",49
6,False,-0.11,Ezra Pound,2,"{'confidence': -0.10656978469475, 'final': False}",49
13,False,-0.17,John Stuart Mill,2,"{'confidence': -0.16734974427211, 'final': False}",49
14,False,-0.09,Charles Babbage,2,"{'confidence': -0.08865531592788334, 'final': False}",49
6,False,-0.35,Charles Babbage,3,"{'confidence': -0.35351250633488, 'final': False}",49
12,False,-0.03,William Ewart Gladstone,3,"{'confidence': -0.025628923214400003, 'final': False}",49
7,False,-0.18,Lord Byron,4,"{'confidence': -0.1827979287125, 'final': False}",49
13,False,-0.09,Lord Byron,4,"{'confidence': -0.089136607342, 'final': False}",49
18,False,-0.00,Lord Byron,4,"{'confidence': -0.0031234095, 'final': False}",49
18,False,-0.00,Lord Byron,4,"{'confidence': -0.0031234095, 'final': False}",49
6,False,-0.13,Eustace De Lorey,0,"{'confidence': -0.13326623426476666, 'final': False}",50
15,False,-0.21,Eustace de Lorey,0,"{'confidence': -0.206376342225, 'final': False}",50
20,False,-0.39,School of Paris,0,"{'confidence': -0.3945394751223333, 'final': False}",50
25,False,-0.37,Paris School,0,"{'confidence': -0.371309605, 'final': False}",50
28,False,-0.34,School of Paris,0,"{'confidence': -0.33587247204433335, 'final': False}",50
8,False,-0.28,Cairo,1,"{'confidence': -0.28103720545, 'final': False}",50
12,False,-0.02,Baghdad,1,"{'confidence': -0.016138098056666664, 'final': False}",50
16,False,-0.01,Baghdad,1,"{'confidence': -0.010659132956666666, 'final': False}",50
7,False,-0.01,Baghdad,2,"{'confidence': -0.006076296655, 'final': False}",50
13,False,-0.00,Baghdad,2,"{'confidence': -0.0048506501733333336, 'final': False}",50
20,True,-0.00,Baghdad,2,"{'confidence': -0.0005847412623333333, 'final': True}",50
21,True,-0.00,Baghdad,2,"{'confidence': -0.000266846403, 'final': True}",50
5,True,-0.00,Baghdad,3,"{'confidence': -8.287510577666666e-05, 'final': True}",50
11,True,-0.00,Baghdad,3,"{'confidence': -0.00013825923643333334, 'final': True}",50
16,True,-0.00,Baghdad,3,"{'confidence': -0.00019866737299999997, 'final': True}",50
20,True,-0.00,Baghdad,3,"{'confidence': -4.301203433333333e-06, 'final': True}",50
7,True,-0.00,Baghdad,4,"{'confidence': -3.2512736213333335e-05, 'final': True}",50
14,True,-0.00,Baghdad,4,"{'confidence': -4.7490219533333326e-05, 'final': True}",50
17,True,-0.00,Baghdad,4,"{'confidence': -4.653659099999999e-05, 'final': True}",50
17,True,-0.00,Baghdad,4,"{'confidence': -4.653659099999999e-05, 'final': True}",50
6,False,-0.00,Archaeology,0,"{'confidence': -0.0003603317208833333, 'final': False}",51
10,False,-0.25,Nigeria,0,"{'confidence': -0.25191542499999997, 'final': False}",51
16,False,-0.21,Archaeology of Nigeria,0,"{'confidence': -0.20950234169392998, 'final': False}",51
22,False,-0.10,Archaeology of Namibia,0,"{'confidence': -0.09606839810710834, 'final': False}",51
27,False,-0.23,Nigeria,0,"{'confidence': -0.2321327283, 'final': False}",51
28,False,-0.13,Mexico,0,"{'confidence': -0.12805097, 'final': False}",51
8,False,-0.01,Mexico,1,"{'confidence': -0.013736192, 'final': False}",51
13,False,-0.11,Burkina Faso,1,"{'confidence': -0.10613170790072998, 'final': False}",51
19,True,-0.00,Mexico,1,"{'confidence': -0.0029904172, 'final': True}",51
26,True,-0.00,Mexico,1,"{'confidence': -0.00023083435, 'final': True}",51
31,True,-0.00,Mexico,1,"{'confidence': -9.805982e-05, 'final': True}",51
36,True,-0.00,Mexico,1,"{'confidence': -2.4272753e-05, 'final': True}",51
37,True,-0.00,Mexico,1,"{'confidence': -6.50404e-05, 'final': True}",51
6,False,-0.01,Mexico,2,"{'confidence': -0.0052518994, 'final': False}",51
11,True,-0.00,Mexico,2,"{'confidence': -5.9153886e-06, 'final': True}",51
16,True,-0.00,Mexico,2,"{'confidence': -3.7697225e-06, 'final': True}",51
21,True,-0.00,Mexico,2,"{'confidence': -5.7961847e-06, 'final': True}",51
26,True,-0.00,Mexico,2,"{'confidence': -9.972867e-05, 'final': True}",51
29,False,-0.08,Mexico,2,"{'confidence': -0.077338114, 'final': False}",51
7,True,-0.00,Mexico,3,"{'confidence': -6.749814e-06, 'final': True}",51
12,True,-0.00,Mexico,3,"{'confidence': -6.704273e-07, 'final': True}",51
12,True,-0.00,Mexico,3,"{'confidence': -6.704273e-07, 'final': True}",51
8,False,-0.06,Qing dynasty,0,"{'confidence': -0.05896530873333333, 'final': False}",52
13,False,-0.02,Han Dynasty,0,"{'confidence': -0.01673594313015, 'final': False}",52
17,True,-0.00,Qing dynasty,0,"{'confidence': -2.3790131166666668e-06, 'final': True}",52
8,False,-0.21,Song dynasty,1,"{'confidence': -0.21209916, 'final': False}",52
12,False,-0.13,Qing dynasty,1,"{'confidence': -0.12720053952383334, 'final': False}",52
16,False,-0.02,Qing dynasty,1,"{'confidence': -0.022256394042, 'final': False}",52
22,False,-0.03,Qing dynasty,1,"{'confidence': -0.028109527198666665, 'final': False}",52
24,False,-0.08,Qing dynasty,1,"{'confidence': -0.08033937358, 'final': False}",52
5,False,-0.07,Qing dynasty,2,"{'confidence': -0.06595466363000001, 'final': False}",52
10,False,-0.22,Qing dynasty,2,"{'confidence': -0.21751719936000002, 'final': False}",52
15,False,-0.17,Ming dynasty,2,"{'confidence': -0.1663690725, 'final': False}",52
8,False,-0.01,Ming dynasty,3,"{'confidence': -0.008805831012, 'final': False}",52
14,False,-0.05,Ming dynasty,3,"{'confidence': -0.045425463506333336, 'final': False}",52
20,False,-0.08,Ming dynasty,3,"{'confidence': -0.07647465055033333, 'final': False}",52
25,False,-0.03,Ming dynasty,3,"{'confidence': -0.026016954149096664, 'final': False}",52
26,True,-0.00,Ming dynasty,3,"{'confidence': -0.0011258289454433334, 'final': True}",52
6,False,-0.07,Ming dynasty,4,"{'confidence': -0.07103686388916668, 'final': False}",52
14,True,-0.00,Ming dynasty,4,"{'confidence': -5.142271821333333e-05, 'final': True}",52
16,True,-0.00,Ming dynasty,4,"{'confidence': -0.00021216735333333335, 'final': True}",52
16,True,-0.00,Ming dynasty,4,"{'confidence': -0.00021216735333333335, 'final': True}",52
6,False,-0.06,List of countries by highest point,0,"{'confidence': -0.06466417076491666, 'final': False}",53
12,False,-0.04,Supreme Court of the United States,0,"{'confidence': -0.04057425968069715, 'final': False}",53
18,True,-0.00,Supreme Court of the United Kingdom,0,"{'confidence': -0.0001562798087885714, 'final': True}",53
20,False,-0.00,Supreme Court of the United Kingdom,0,"{'confidence': -0.0033250831906, 'final': False}",53
7,True,-0.00,Supreme Court of the United Kingdom,1,"{'confidence': -0.0014690527107542857, 'final': True}",53
11,False,-0.02,Supreme Court of the United Kingdom,1,"{'confidence': -0.019909707085755714, 'final': False}",53
16,False,-0.55,Japan,1,"{'confidence': -0.5477937, 'final': False}",53
5,True,-0.00,United States,2,"{'confidence': -0.00073069301125, 'final': True}",53
11,True,-0.00,United States,2,"{'confidence': -0.0004513043095, 'final': True}",53
16,False,-0.02,Canada,2,"{'confidence': -0.020411436, 'final': False}",53
5,True,-0.00,Canada,3,"{'confidence': -0.00056256534, 'final': True}",53
11,True,-0.00,Canada,3,"{'confidence': -5.5623317e-05, 'final': True}",53
19,True,-0.00,Canada,3,"{'confidence': -0.00011772843, 'final': True}",53
26,True,-0.00,Canada,3,"{'confidence': -6.15835e-05, 'final': True}",53
30,True,-0.00,Canada,3,"{'confidence': -1.378283e-05, 'final': True}",53
31,True,-0.00,Canada,3,"{'confidence': -6.392203e-06, 'final': True}",53
8,True,-0.00,Canada,4,"{'confidence': -1.1041146e-05, 'final': True}",53
13,True,-0.00,Canada,4,"{'confidence': -0.00024906153, 'final': True}",53
16,False,-0.14,Canada,4,"{'confidence': -0.14035305, 'final': False}",53
16,False,-0.14,Canada,4,"{'confidence': -0.14035305, 'final': False}",53
7,False,-0.20,Ethnic groups in Madagascar,0,"{'confidence': -0.198839467296, 'final': False}",54
13,False,-0.29,Shqiptaret,0,"{'confidence': -0.28970505012712494, 'final': False}",54
7,False,-0.29,Eora,1,"{'confidence': -0.28917434394999997, 'final': False}",54
13,False,-0.04,Eora,1,"{'confidence': -0.0419347642411, 'final': False}",54
18,False,-0.28,Eora,1,"{'confidence': -0.277809476806325, 'final': False}",54
20,False,-0.10,Eora,1,"{'confidence': -0.098793305, 'final': False}",54
6,False,-0.22,Eora people,2,"{'confidence': -0.21799508999999997, 'final': False}",54
15,False,-0.27,Aboriginal Australians,2,"{'confidence': -0.2671578997333333, 'final': False}",54
20,False,-0.35,Eora people,2,"{'confidence': -0.35189246, 'final': False}",54
26,False,-0.47,Eora people,2,"{'confidence': -0.47368492333333334, 'final': False}",54
31,False,-0.54,Eora,2,"{'confidence': -0.5365637468063249, 'final': False}",54
6,False,-0.16,Aboriginal Australians,3,"{'confidence': -0.15523927275033333, 'final': False}",54
13,False,-0.17,Aboriginal Australians,3,"{'confidence': -0.16819581978449996, 'final': False}",54
17,False,-0.07,Aboriginal Australians,3,"{'confidence': -0.06911310518966667, 'final': False}",54
25,False,-0.11,Aboriginal Australians,3,"{'confidence': -0.1137301408768, 'final': False}",54
26,False,-0.23,Aboriginal Australians,3,"{'confidence': -0.23113283789590996, 'final': False}",54
8,False,-0.11,Aboriginal Australians,4,"{'confidence': -0.1080930633528, 'final': False}",54
13,False,-0.03,Aboriginal Australians,4,"{'confidence': -0.032905433618243336, 'final': False}",54
13,False,-0.03,Aboriginal Australians,4,"{'confidence': -0.032905433618243336, 'final': False}",54
5,False,-0.09,Propylaea (Acropolis),0,"{'confidence': -0.08541973704056285, 'final': False}",55
11,False,-0.31,Athens,0,"{'confidence': -0.31224135, 'final': False}",55
16,True,-0.00,Greece,0,"{'confidence': -0.00037777345, 'final': True}",55
21,False,-0.31,Turkey,0,"{'confidence': -0.31121936, 'final': False}",55
26,False,-0.11,Afghanistan,0,"{'confidence': -0.11060641787088334, 'final': False}",55
32,True,-0.00,Iran,0,"{'confidence': -0.0024304786, 'final': True}",55
37,True,-0.00,Iran,0,"{'confidence': -0.00041267683, 'final': True}",55
44,True,-0.00,Iran,0,"{'confidence': -0.0025535463, 'final': True}",55
46,True,-0.00,Iran,0,"{'confidence': -2.4584822e-06, 'final': True}",55
6,True,-0.00,Iran,1,"{'confidence': -0.00012666137, 'final': True}",55
10,True,-0.00,Iran,1,"{'confidence': -2.1531068e-05, 'final': True}",55
16,True,-0.00,Iran,1,"{'confidence': -0.00014287306, 'final': True}",55
23,True,-0.00,Iran,1,"{'confidence': -1.3544423e-05, 'final': True}",55
29,True,-0.00,Iran,1,"{'confidence': -0.0012044002, 'final': True}",55
34,True,-0.00,Iran,1,"{'confidence': -0.0011446223, 'final': True}",55
37,True,-0.00,Iran,1,"{'confidence': -3.7697225e-06, 'final': True}",55
6,True,-0.00,Iran,2,"{'confidence': -2.1008714e-06, 'final': True}",55
11,True,-0.00,Iran,2,"{'confidence': -7.89631e-07, 'final': True}",55
15,True,-0.00,Iran,2,"{'confidence': -6.704273e-07, 'final': True}",55
15,True,-0.00,Iran,2,"{'confidence': -6.704273e-07, 'final': True}",55
